Strategic,Monitor,On,Sunday,10-June-2018,filename:CCITY_20180610

Sunday,10-June-2018,00:00,SS,3M+,PL,1.3,PV,22.3,CL,120,+0,RL,101,SA,206,DS,151
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
Sunday,10-June-2018,00:06,SS,23M+,PL,2.2,PV,2.2,CL,120,+0,RL,101,SA,310,DS,157
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,62,42,15,12,47,13,13,51,13,14,-,-,-,42
,152,S,131,A,62,18,5,4,15,5,3,-,-,-,-,-,-,25
,152,S,132,C,19,17,2,1,27,2,2,18,2,1,-,-,-,33
,193,L,57,ABCE,46,49,9,9,105,18,16,110,17,18,-,-,-,1180
,193,L,58,AE,24,92,5,6,59,5,5,34,3,3,-,-,-,720
A=<71,B=1,C=29,D=1
Sunday,10-June-2018,00:07,SS,10,+,PL,2.2,PV,2.2,CL,87,+5,RL,73,SA,57,DS,137
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,52,75,17,12,63,15,11,27,6,4,-,-,-,58
,354,S,31,B,21,38,6,3,20,3,2,0,0,0,-,-,-,50
,182,S,34,A,47,0,0,0,25,4,4,-,-,-,-,-,-,23
A=<60,B=40
Sunday,10-June-2018,00:07,SS,3M+,PL,1.3,PV,20.2,CL,95,+0,RL,94,SA,200,DS,9
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,134,25,12,12,-,-,-,-,-,-,-,-,-,24
,145,S,10,C,34,38,5,5,50,9,7,0,0,0,-,-,-,38
,145,S,133,AB,101,18,9,9,26,8,9,-,-,-,-,-,-,28
,145,S,204,AB,101,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,101,18,9,9,26,8,9,-,-,-,-,-,-,28
,145,S,212,AC,134,25,12,12,-,-,-,-,-,-,-,-,-,24
,145,L,4,AB,101,18,9,9,26,8,9,-,-,-,-,-,-,540
A=<34,B=#23,C=42
Sunday,10-June-2018,00:08,SS,28M+,PL,5.2,PV,5.2,CL,118,+0,RL,110,SA,47,DS,66
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,81,5,2,2,32,10,9,-,-,-,-,-,-,29
,48,S,90,A,81,-,-,-,-,-,-,0,0,0,-,-,-,66
,48,S,91,BC,40,27,5,4,18,4,2,-,-,-,-,-,-,47
,48,S,213,A,81,-,-,-,-,-,-,0,0,0,-,-,-,66
,48,L,23,A,81,5,2,2,32,10,9,-,-,-,-,-,-,360
,48,L,49,A,81,-,-,-,-,-,-,0,0,0,-,-,-,600
A=<47,B=34,C=#22
Sunday,10-June-2018,00:08,SS,23M+,PL,2.2,PV,8.2,CL,120,+0,RL,101,SA,310,DS,161
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,110,45,29,23,48,26,23,27,15,13,-,-,-,45
,152,S,131,A,110,17,7,6,20,9,8,-,-,-,-,-,-,23
,152,S,132,C,36,86,8,9,54,8,8,38,5,5,-,-,-,59
,193,L,57,ABCE,97,13,5,5,55,16,18,55,17,19,-,-,-,1240
,193,L,58,AE,75,30,7,7,17,5,5,26,6,7,-,-,-,600
A=<71,B=1,C=29,D=1
Sunday,10-June-2018,00:09,SS,3M+,PL,5.3,PV,5.2,CL,97,+0,RL,85,SA,201,DS,131
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,41,15,3,2,-,-,-,-,-,-,-,-,-,21
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,23
,145,S,133,AB,68,6,2,2,25,6,6,-,-,-,-,-,-,26
,145,S,204,AB,68,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,68,6,2,2,25,6,6,-,-,-,-,-,-,26
,145,S,212,AC,41,15,3,2,-,-,-,-,-,-,-,-,-,21
,145,L,4,AB,68,6,2,2,25,6,6,-,-,-,-,-,-,460
A=<47,B=#23,C=29
Sunday,10-June-2018,00:10,SS,28M+,PL,5.2,PV,2.3,CL,107,+0,RL,101,SA,47,DS,53
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,81,5,2,2,32,10,9,-,-,-,-,-,-,30
,48,S,90,A,81,-,-,-,-,-,-,0,0,0,-,-,-,21
,48,S,91,BC,48,88,8,15,44,6,7,-,-,-,-,-,-,54
,48,S,213,A,81,-,-,-,-,-,-,0,0,0,-,-,-,21
,48,L,23,A,81,5,2,2,32,10,9,-,-,-,-,-,-,340
,48,L,49,A,81,-,-,-,-,-,-,0,0,0,-,-,-,220
A=<45,B=34,C=#22
Sunday,10-June-2018,00:10,SS,10M-,PL,3.2,PV,3.2,CL,85-17,RL,72,SA,30,DS,55
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,63,47,10,9,39,8,8,55,13,11,-,-,-,48
,354,S,31,B,37,39,5,5,70,9,10,43,4,6,-,-,-,50
,182,S,34,A,48,29,4,4,25,4,4,-,-,-,-,-,-,32
A=<53,B=47
Sunday,10-June-2018,00:10,SS,23M+,PL,3.2,PV,3.2,CL,120,+0,RL,101,SA,310,DS,159
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,89,40,21,17,49,20,19,34,16,13,-,-,-,49
,152,S,131,A,89,34,12,10,23,9,7,-,-,-,-,-,-,26
,152,S,132,C,19,21,2,1,9,2,1,18,3,1,-,-,-,44
,193,L,57,ABCE,72,0,0,0,39,11,9,53,15,13,-,-,-,1000
,193,L,58,AE,50,28,6,4,41,8,8,12,3,2,-,-,-,460
A=<68,B=1,C=32,D=1
Sunday,10-June-2018,00:10,SS,3M+,PL,1.3,PV,1.3,CL,95,+0,RL,80,SA,201,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,114,17,7,7,-,-,-,-,-,-,-,-,-,18
,145,S,10,C,26,57,6,6,89,9,10,15,2,1,-,-,-,51
,145,S,133,AB,85,7,3,3,14,5,4,-,-,-,-,-,-,20
,145,S,204,AB,85,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,85,7,3,3,14,5,4,-,-,-,-,-,-,20
,145,S,212,AC,114,17,7,7,-,-,-,-,-,-,-,-,-,18
,145,L,4,AB,85,7,3,3,14,5,4,-,-,-,-,-,-,340
A=<36,B=#23,C=40
Sunday,10-June-2018,00:11,SS,10,-,PL,3.2,PV,3.2,CL,83,+0,RL,69,SA,35,DS,114
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,54,40,6,7,35,6,6,26,3,4,-,-,-,41
,354,S,31,B,20,30,3,2,34,3,3,0,0,0,-,-,-,45
,182,S,34,A,46,11,2,2,12,2,2,-,-,-,-,-,-,24
A=<53,B=47
Sunday,10-June-2018,00:11,SS,28M+,PL,8.2,PV,8.3,CL,109,+0,RL,110,SA,90,DS,156
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,44,23,3,4,88,13,13,-,-,-,-,-,-,57
,48,S,90,A,44,-,-,-,-,-,-,156,2,26,-,-,-,70
,48,S,91,BC,41,25,4,4,12,3,2,-,-,-,-,-,-,46
,48,S,213,A,44,-,-,-,-,-,-,156,2,26,-,-,-,70
,48,L,23,A,44,23,3,4,88,13,13,-,-,-,-,-,-,420
,48,L,49,A,44,-,-,-,-,-,-,156,2,26,-,-,-,380
A=<52,B=28,C=#22
Sunday,10-June-2018,00:12,SS,23M+,PL,3.2,PV,8.2,CL,120,+0,RL,101,SA,310,DS,162
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,100,51,29,24,54,26,24,40,19,17,-,-,-,51
,152,S,131,A,100,41,14,13,30,13,11,-,-,-,-,-,-,34
,152,S,132,C,17,153,3,8,46,3,3,12,2,1,-,-,-,95
,193,L,57,ABCE,85,9,4,3,82,25,23,39,13,12,-,-,-,1000
,193,L,58,AE,63,48,3,9,49,11,12,11,3,2,-,-,-,560
A=<68,B=1,C=32,D=1
Sunday,10-June-2018,00:12,SS,3M+,PL,1.3,PV,18.3,CL,92,-2,RL,78,SA,200,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,98,18,7,7,-,-,-,-,-,-,-,-,-,17
,145,S,10,C,14,11,2,1,26,4,2,0,0,0,-,-,-,41
,145,S,133,AB,85,8,4,3,18,6,5,-,-,-,-,-,-,18
,145,S,204,AB,85,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,85,8,4,3,18,6,5,-,-,-,-,-,-,18
,145,S,212,AC,98,18,7,7,-,-,-,-,-,-,-,-,-,17
,145,L,4,AB,85,8,4,3,18,6,5,-,-,-,-,-,-,280
A=<34,B=#23,C=41
Sunday,10-June-2018,00:12,SS,10,-,PL,2.2,PV,2.2,CL,85,+0,RL,73,SA,30,DS,76
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,48,76,6,12,59,7,9,37,5,6,-,-,-,60
,354,S,31,B,24,31,2,3,20,3,2,0,0,0,-,-,-,41
,182,S,34,A,61,8,2,2,17,4,4,-,-,-,-,-,-,18
A=<60,B=40
Sunday,10-June-2018,00:13,SS,28M+,PL,8.2,PV,5.4,CL,105,+0,RL,103,SA,47,DS,67
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,66,7,2,2,55,12,12,-,-,-,-,-,-,61
,48,S,90,A,66,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,S,91,BC,36,62,5,8,0,0,0,-,-,-,-,-,-,56
,48,S,213,A,66,-,-,-,-,-,-,0,0,0,-,-,-,51
,48,L,23,A,66,7,2,2,55,12,12,-,-,-,-,-,-,460
,48,L,49,A,66,-,-,-,-,-,-,0,0,0,-,-,-,280
A=<51,B=28,C=#22
Sunday,10-June-2018,00:14,SS,3M+,PL,4.3,PV,4.3,CL,85,+0,RL,76,SA,200,DS,46
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,67,35,7,9,-,-,-,-,-,-,-,-,-,25
,145,S,10,C,20,27,2,2,0,0,0,13,2,1,-,-,-,40
,145,S,133,AB,72,11,4,4,11,3,3,-,-,-,-,-,-,14
,145,S,204,AB,72,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,72,11,4,4,11,3,3,-,-,-,-,-,-,14
,145,S,212,AC,67,35,7,9,-,-,-,-,-,-,-,-,-,25
,145,L,4,AB,72,11,4,4,11,3,3,-,-,-,-,-,-,260
A=<41,B=#23,C=32
Sunday,10-June-2018,00:14,SS,10,+,PL,2.2,PV,2.2,CL,85,+0,RL,71,SA,57,DS,97
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,56,43,10,8,41,11,7,18,5,3,-,-,-,53
,354,S,31,B,28,16,2,2,25,3,3,12,2,1,-,-,-,29
,182,S,34,A,61,8,2,2,17,4,4,-,-,-,-,-,-,16
A=<60,B=40
Sunday,10-June-2018,00:14,SS,23M+,PL,3.2,PV,3.2,CL,120,-2,RL,101,SA,310,DS,139
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,99,41,23,19,48,23,21,30,12,13,-,-,-,50
,152,S,131,A,99,35,14,11,28,13,10,-,-,-,-,-,-,37
,152,S,132,C,32,35,4,3,54,8,7,49,7,6,-,-,-,79
,193,L,57,ABCE,85,9,4,3,82,25,23,39,13,12,-,-,-,1040
,193,L,58,AE,63,48,3,9,49,11,12,11,3,2,-,-,-,620
A=<68,B=1,C=32,D=1
Sunday,10-June-2018,00:15,SS,28M+,PL,5.2,PV,5.4,CL,99,+0,RL,96,SA,47,DS,69
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,66,7,2,2,55,12,12,-,-,-,-,-,-,62
,48,S,90,A,66,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,S,91,BC,36,62,5,8,0,0,0,-,-,-,-,-,-,54
,48,S,213,A,66,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,L,23,A,66,7,2,2,55,12,12,-,-,-,-,-,-,480
,48,L,49,A,66,-,-,-,-,-,-,0,0,0,-,-,-,180
A=<44,B=34,C=#22
Sunday,10-June-2018,00:15,SS,3M+,PL,6.3,PV,6.3,CL,85,+0,RL,72,SA,201,DS,11
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,77,18,5,5,-,-,-,-,-,-,-,-,-,24
,145,S,10,C,13,12,2,1,12,2,1,0,0,0,-,-,-,20
,145,S,133,AB,65,19,7,6,29,7,6,-,-,-,-,-,-,21
,145,S,204,AB,65,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,65,19,7,6,29,7,6,-,-,-,-,-,-,21
,145,S,212,AC,77,18,5,5,-,-,-,-,-,-,-,-,-,24
,145,L,4,AB,65,19,7,6,29,7,6,-,-,-,-,-,-,380
A=<48,B=#23,C=25
Sunday,10-June-2018,00:15,SS,10,+,PL,2.2,PV,2.2,CL,85,+0,RL,70,SA,30,DS,55
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,56,55,13,10,46,12,8,16,5,3,-,-,-,56
,354,S,31,B,20,13,2,1,20,3,2,12,2,1,-,-,-,24
,182,S,34,A,68,6,2,1,21,6,5,-,-,-,-,-,-,19
A=<60,B=40
Sunday,10-June-2018,00:16,SS,23M+,PL,3.2,PV,3.2,CL,120,+0,RL,101,SA,310,DS,123
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,88,45,23,19,43,20,17,41,18,16,-,-,-,48
,152,S,131,A,88,27,9,8,35,13,11,-,-,-,-,-,-,36
,152,S,132,C,32,38,4,4,26,4,3,27,4,3,-,-,-,69
,193,L,57,ABCE,82,9,4,3,57,16,16,60,15,17,-,-,-,1120
,193,L,58,AE,60,32,7,6,57,13,13,23,5,5,-,-,-,700
A=<68,B=1,C=32,D=1
Sunday,10-June-2018,00:17,SS,10,+,PL,4.2,PV,4.2,CL,83,-7,RL,68,SA,30,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,19,5,4,22,6,5,6,2,1,-,-,-,38
,354,S,31,B,21,23,3,2,31,3,3,16,2,1,-,-,-,26
,182,S,34,A,50,0,0,0,13,3,2,-,-,-,-,-,-,17
A=<47,B=53
Sunday,10-June-2018,00:17,SS,28M+,PL,5.2,PV,6.3,CL,85,+2,RL,85,SA,47,DS,69
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,40,11,2,2,25,2,3,-,-,-,-,-,-,42
,48,S,90,A,40,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,27,10,2,1,34,6,3,-,-,-,-,-,-,49
,48,S,213,A,40,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,40,11,2,2,25,2,3,-,-,-,-,-,-,340
,48,L,49,A,40,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<40,B=34,C=#22
Sunday,10-June-2018,00:18,SS,3M+,PL,1.3,PV,18.3,CL,86-24,RL,68,SA,200,DS,18
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,96,17,6,6,-,-,-,-,-,-,-,-,-,12
,145,S,10,C,19,28,3,2,18,3,1,0,0,0,-,-,-,35
,145,S,133,AB,78,11,5,4,19,6,5,-,-,-,-,-,-,18
,145,S,204,AB,78,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,78,11,5,4,19,6,5,-,-,-,-,-,-,18
,145,S,212,AC,96,17,6,6,-,-,-,-,-,-,-,-,-,12
,145,L,4,AB,78,11,5,4,19,6,5,-,-,-,-,-,-,340
A=<32,B=#23,C=41
Sunday,10-June-2018,00:18,SS,23M+,PL,3.2,PV,3.2,CL,120,+2,RL,101,SA,310,DS,128
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,85,60,29,24,64,26,24,22,11,8,-,-,-,54
,152,S,131,A,85,17,6,5,14,5,4,-,-,-,-,-,-,27
