Strategic,Monitor,On,Sunday,08-April-2018,filename:CCITY_20180408

Sunday,08-April-2018,00:00,SS,6M+,PL,6.3,PV,5.3,CL,86,+0,RL,86,SA,20,DS,35
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,63,15,5,3,15,5,3,14,3,3,-,-,-,21
,354,S,31,B,17,11,2,1,16,3,1,0,0,0,-,-,-,28
,182,S,34,A,35,22,3,2,79,3,10,-,-,-,-,-,-,46
,2,L,14,AD,44,20,4,3,40,6,8,-,-,-,-,-,-,1560
,2,L,15,AD,44,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,00:03,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,68,SA,200,DS,71
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,57,27,7,6,8,2,1,38,9,9,0,0,0,31
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,10
A=<74,B=#22
Sunday,08-April-2018,00:03,SS,85M+,PL,8.3,PV,8.3,CL,113,+0,RL,106,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,90,-,-,-,0,0,0,10,4,3,-,-,-,13
,196,S,310,A,37,55,6,6,94,9,10,81,4,8,-,-,-,73
,196,S,311,ABE,36,35,2,5,49,5,6,42,6,6,0,0,0,45
,196,S,312,D,37,40,4,4,30,4,4,75,9,10,42,6,4,71
,197,L,71,ABF,40,56,7,9,50,4,9,-,-,-,-,-,-,560
,197,L,72,ABF,40,52,6,7,50,7,8,-,-,-,-,-,-,500
A=<21,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,00:04,SS,6M+,PL,4.3,PV,4.3,CL,86,+0,RL,86,SA,20,DS,54
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,52,54,10,9,27,6,5,38,8,8,8,2,2,46
,183,S,21,B,34,56,8,6,61,7,7,34,5,4,-,-,-,48
,184,S,161,A,59,38,10,7,58,14,13,31,7,7,17,3,3,46
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,34,56,8,6,61,7,7,-,-,-,-,-,-,48
,183,L,7,AC,52,54,10,9,-,-,-,-,-,-,-,-,-,280
A=<33,B=44,C=#20
Sunday,08-April-2018,00:04,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,54
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,69,24,8,5,23,8,5,16,5,3,-,-,-,22
,354,S,31,B,21,29,4,2,12,2,1,16,2,1,-,-,-,28
,182,S,34,A,42,0,0,0,7,2,1,-,-,-,-,-,-,33
,2,L,14,AD,59,41,10,8,59,16,15,-,-,-,-,-,-,1960
,2,L,15,AD,59,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,00:04,SS,58M+,PL,2.3,PV,2.3,CL,86,+0,RL,69,SA,201,DS,70
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,62,33,9,8,0,0,0,25,7,6,0,0,0,34
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,7
A=<72,B=#24
Sunday,08-April-2018,00:05,SS,85M+,PL,8.3,PV,6.4,CL,107,-2,RL,103,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,97,-,-,-,0,0,0,16,4,5,-,-,-,12
,196,S,310,A,54,72,6,12,67,8,10,64,8,10,-,-,-,76
,196,S,311,ABE,54,0,0,0,48,10,8,57,12,11,24,5,5,51
,196,S,312,D,41,117,11,14,48,6,6,75,11,12,26,3,3,92
,197,L,71,ABF,48,91,13,17,92,17,19,-,-,-,-,-,-,780
,197,L,72,ABF,48,34,6,5,59,12,11,-,-,-,-,-,-,500
A=<20,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,00:06,SS,6M+,PL,4.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,52,30,6,5,13,3,2,23,6,5,0,0,0,42
,183,S,21,B,31,31,4,3,76,6,8,29,4,3,-,-,-,63
,184,S,161,A,85,14,5,4,31,11,10,22,9,7,0,0,0,42
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,31,31,4,3,76,6,8,-,-,-,-,-,-,63
,183,L,7,AC,52,30,6,5,-,-,-,-,-,-,-,-,-,260
A=<33,B=44,C=#20
Sunday,08-April-2018,00:06,SS,10M+,PL,1.2,PV,1.2,CL,86,+0,RL,69,SA,20,DS,30
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,45,12,9,40,11,9,9,3,2,-,-,-,31
,354,S,31,B,24,0,0,0,0,0,0,0,0,0,-,-,-,13
,182,S,34,A,23,8,2,1,30,5,2,-,-,-,-,-,-,33
,2,L,14,AD,72,45,9,10,45,13,14,-,-,-,-,-,-,2160
,2,L,15,AD,72,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Sunday,08-April-2018,00:06,SS,58M+,PL,2.3,PV,1.3,CL,86,+0,RL,69,SA,201,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,102,43,19,17,13,5,4,29,13,12,0,0,0,39
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<74,B=#22
Sunday,08-April-2018,00:07,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,43
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,58,43,9,8,36,8,7,28,8,6,6,2,1,41
,183,S,21,B,31,27,4,3,62,7,7,20,2,2,-,-,-,66
,184,S,161,A,85,33,11,9,54,18,17,25,10,8,5,2,1,47
,184,S,162,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,31,27,4,3,62,7,7,-,-,-,-,-,-,66
,183,L,7,AC,58,43,9,8,-,-,-,-,-,-,-,-,-,280
A=<27,B=50,C=#20
Sunday,08-April-2018,00:07,SS,10M+,PL,1.2,PV,2.2,CL,86,+0,RL,69,SA,20,DS,43
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,62,36,9,7,17,6,4,16,5,3,-,-,-,36
,354,S,31,B,28,34,4,3,39,6,4,18,3,2,-,-,-,24
,182,S,34,A,16,0,0,0,28,4,2,-,-,-,-,-,-,24
,2,L,14,AD,39,21,4,3,27,6,5,-,-,-,-,-,-,1700
,2,L,15,AD,39,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Sunday,08-April-2018,00:07,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,201,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,17,7,5,0,0,0,17,7,6,0,0,0,29
,288,S,270,B,12,0,0,0,31,2,1,-,-,-,-,-,-,14
A=<67,B=#28
Sunday,08-April-2018,00:07,SS,85M+,PL,8.3,PV,8.3,CL,109,+1,RL,112,SA,313,DS,139
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,91,-,-,-,0,0,0,11,4,3,-,-,-,12
,196,S,310,A,45,151,11,20,63,7,8,64,7,8,-,-,-,112
,196,S,311,ABE,45,9,2,2,75,11,11,61,10,10,8,2,1,63
,196,S,312,D,38,114,9,12,61,4,7,118,11,17,29,3,3,108
,197,L,71,ABF,34,73,8,9,48,7,7,-,-,-,-,-,-,720
,197,L,72,ABF,34,63,8,7,59,8,8,-,-,-,-,-,-,480
A=<20,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,00:08,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,55,33,6,6,20,4,4,29,7,6,0,0,0,36
,183,S,21,B,36,48,7,6,79,11,10,26,3,3,-,-,-,73
,184,S,161,A,75,32,9,8,35,10,10,21,7,6,0,0,0,40
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,48,7,6,79,11,10,-,-,-,-,-,-,73
,183,L,7,AC,55,33,6,6,-,-,-,-,-,-,-,-,-,260
A=<27,B=50,C=#20
Sunday,08-April-2018,00:08,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,57,18,5,3,17,5,3,31,6,5,-,-,-,36
,354,S,31,B,21,39,4,3,21,2,2,0,0,0,-,-,-,30
,182,S,34,A,11,0,0,0,0,0,0,-,-,-,-,-,-,16
,2,L,14,AD,78,24,8,6,38,15,13,-,-,-,-,-,-,1700
,2,L,15,AD,78,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Sunday,08-April-2018,00:08,SS,58M+,PL,3.3,PV,3.3,CL,86,+0,RL,69,SA,201,DS,46
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,74,29,10,8,0,0,0,33,11,10,0,0,0,30
,288,S,270,B,21,0,0,0,0,0,0,-,-,-,-,-,-,10
A=<70,B=#26
Sunday,08-April-2018,00:09,SS,85M+,PL,8.3,PV,8.3,CL,114,+1,RL,119,SA,313,DS,118
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,63,-,-,-,0,0,0,7,2,1,-,-,-,10
,196,S,310,A,41,68,6,8,67,5,8,104,10,12,-,-,-,112
,196,S,311,ABE,41,18,3,3,62,8,8,67,8,10,43,7,7,67
,196,S,312,D,40,73,7,8,90,9,12,86,9,13,33,4,4,105
,197,L,71,ABF,34,64,8,8,50,8,7,-,-,-,-,-,-,640
,197,L,72,ABF,34,63,8,7,64,7,8,-,-,-,-,-,-,500
A=<21,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,00:10,SS,6M+,PL,7.3,PV,6.3,CL,86,+0,RL,86,SA,20,DS,45
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,66,45,9,9,16,4,4,13,4,3,9,2,2,41
,183,S,21,B,22,9,2,1,0,0,0,8,2,1,-,-,-,44
,184,S,161,A,85,23,8,6,32,11,10,14,6,5,6,2,2,38
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,22,9,2,1,0,0,0,-,-,-,-,-,-,44
,183,L,7,AC,66,45,9,9,-,-,-,-,-,-,-,-,-,320
A=<27,B=50,C=#20
Sunday,08-April-2018,00:10,SS,10M+,PL,3.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,45
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,66,14,5,3,10,4,2,22,7,4,-,-,-,28
,354,S,31,B,31,40,4,4,47,5,6,13,2,1,-,-,-,43
,182,S,34,A,45,0,0,0,30,5,5,-,-,-,-,-,-,20
,2,L,14,AD,29,22,2,2,0,0,0,-,-,-,-,-,-,900
,2,L,15,AD,29,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Sunday,08-April-2018,00:10,SS,58M+,PL,2.3,PV,2.3,CL,86,+0,RL,69,SA,200,DS,17
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,65,44,11,11,14,4,3,32,9,8,0,0,0,34
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,7
A=<72,B=#24
Sunday,08-April-2018,00:11,SS,85M+,PL,8.3,PV,8.3,CL,120,+1,RL,122,SA,111,DS,141
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,100,-,-,-,0,0,0,8,3,2,-,-,-,8
,196,S,310,A,47,57,6,8,53,4,7,70,7,9,-,-,-,99
,196,S,311,ABE,47,0,0,0,44,7,7,42,7,7,17,4,3,58
,196,S,312,D,38,18,2,2,44,6,5,63,9,9,35,5,4,84
,197,L,71,ABF,35,67,6,9,59,6,9,-,-,-,-,-,-,520
,197,L,72,ABF,35,62,5,7,57,6,8,-,-,-,-,-,-,480
A=<22,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,00:11,SS,6M+,PL,7.3,PV,7.3,CL,86,+0,RL,86,SA,20,DS,46
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,42,40,6,5,46,8,6,37,8,6,0,0,0,43
,183,S,21,B,36,87,12,10,83,10,10,16,3,2,-,-,-,60
,184,S,161,A,85,24,9,7,57,20,18,35,15,12,10,4,3,44
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,87,12,10,83,10,10,-,-,-,-,-,-,60
,183,L,7,AC,42,40,6,5,-,-,-,-,-,-,-,-,-,260
A=<27,B=50,C=#20
Sunday,08-April-2018,00:11,SS,10M+,PL,4.2,PV,4.2,CL,86,+0,RL,69,SA,20,DS,46
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,55,35,9,6,26,7,5,20,5,3,-,-,-,30
,354,S,31,B,31,11,2,1,47,7,6,26,4,3,-,-,-,45
,182,S,34,A,59,0,0,0,8,3,2,-,-,-,-,-,-,14
,2,L,14,AD,59,39,9,7,50,14,13,-,-,-,-,-,-,1400
,2,L,15,AD,59,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,00:11,SS,58M+,PL,2.3,PV,2.3,CL,86,+0,RL,69,SA,200,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,54,15,15,14,4,3,25,7,8,0,0,0,46
,288,S,270,B,11,0,0,0,20,2,1,-,-,-,-,-,-,9
A=<74,B=#22
Sunday,08-April-2018,00:13,SS,6M+,PL,7.3,PV,5.3,CL,88,+0,RL,86,SA,20,DS,94
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,50,94,15,14,45,7,7,32,6,6,0,0,0,67
,183,S,21,B,36,73,10,9,32,4,4,16,3,2,-,-,-,64
,184,S,161,A,85,38,13,11,45,14,14,28,11,9,8,3,2,46
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,36,73,10,9,32,4,4,-,-,-,-,-,-,64
,183,L,7,AC,50,94,15,14,-,-,-,-,-,-,-,-,-,400
A=<27,B=50,C=#20
Sunday,08-April-2018,00:13,SS,10M+,PL,4.2,PV,2.2,CL,88,+0,RL,69,SA,20,DS,94
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,71,35,12,8,26,10,6,13,4,3,-,-,-,32
,354,S,31,B,13,0,0,0,0,0,0,9,2,0,-,-,-,30
,182,S,34,A,19,0,0,0,0,0,0,-,-,-,-,-,-,9
,2,L,14,AD,38,26,3,3,32,5,5,-,-,-,-,-,-,1100
,2,L,15,AD,38,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,00:13,SS,58M+,PL,2.3,PV,2.3,CL,88,-2,RL,69,SA,200,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,31,11,9,12,4,3,31,10,9,0,0,0,41
,288,S,270,B,12,0,0,0,0,0,0,-,-,-,-,-,-,7
A=<77,B=#20
Sunday,08-April-2018,00:13,SS,85M+,PL,5.3,PV,5.3,CL,120,+0,RL,116,SA,111,DS,103
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,103,-,-,-,0,0,0,8,3,2,-,-,-,8
,196,S,310,A,54,60,8,10,93,10,15,84,7,13,-,-,-,88
,196,S,311,ABE,54,10,3,2,80,15,14,54,11,11,26,6,6,65
,196,S,312,D,43,141,10,17,77,11,11,81,12,13,21,3,3,104
,197,L,71,ABF,32,56,8,7,45,7,6,-,-,-,-,-,-,460
,197,L,72,ABF,32,102,13,11,91,12,11,-,-,-,-,-,-,560
A=<18,B=20,C=#25,D=24,E=17
Sunday,08-April-2018,00:14,SS,6M+,PL,7.3,PV,8.3,CL,102,+4,RL,86,SA,20,DS,36
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,50,30,5,5,29,6,5,36,9,7,18,4,3,57
,183,S,21,B,28,23,3,2,23,4,2,9,2,1,-,-,-,54
,184,S,161,A,85,25,8,7,37,13,12,27,11,9,8,3,2,44
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,28,23,3,2,23,4,2,-,-,-,-,-,-,54
,183,L,7,AC,50,30,5,5,-,-,-,-,-,-,-,-,-,320
A=<30,B=50,C=#20
Sunday,08-April-2018,00:14,SS,10M+,PL,4.2,PV,4.2,CL,102,+3,RL,70,SA,20,DS,36
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,73,22,8,5,22,8,5,5,2,1,-,-,-,29
,354,S,31,B,13,0,0,0,0,0,0,9,2,0,-,-,-,17
,182,S,34,A,28,7,2,1,20,2,2,-,-,-,-,-,-,11
,2,L,14,AD,45,81,12,12,91,18,18,-,-,-,-,-,-,2100
,2,L,15,AD,45,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,00:14,SS,58M+,PL,1.3,PV,1.3,CL,102,+5,RL,70,SA,201,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,74,25,8,7,0,0,0,16,6,5,0,0,0,33
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,4
A=<79,B=#21
Sunday,08-April-2018,00:15,SS,85M+,PL,5.3,PV,2.3,CL,118,+0,RL,111,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,110,-,-,-,0,0,0,7,3,2,-,-,-,8
,196,S,310,A,54,60,8,10,93,10,15,84,7,13,-,-,-,88
,196,S,311,ABE,54,10,3,2,80,15,14,54,11,11,26,6,6,72
,196,S,312,D,43,141,10,17,77,11,11,81,12,13,21,3,3,124
,197,L,71,ABF,45,65,10,11,74,15,14,-,-,-,-,-,-,580
,197,L,72,ABF,45,42,5,6,49,8,9,-,-,-,-,-,-,520
A=<18,B=20,C=#25,D=24,E=17
Sunday,08-April-2018,00:16,SS,6M+,PL,7.3,PV,6.3,CL,100,+0,RL,86,SA,20,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,61,20,4,4,11,3,2,23,6,6,0,0,0,43
,183,S,21,B,26,21,4,2,19,2,2,9,2,1,-,-,-,33
,184,S,161,A,85,25,8,7,37,13,12,27,11,9,8,3,2,39
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,26,21,4,2,19,2,2,-,-,-,-,-,-,33
,183,L,7,AC,61,20,4,4,-,-,-,-,-,-,-,-,-,260
A=<30,B=50,C=#20
Sunday,08-April-2018,00:16,SS,10M+,PL,4.2,PV,4.2,CL,100,+0,RL,76,SA,20,DS,23
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,72,26,10,6,26,10,6,8,3,2,-,-,-,27
,354,S,31,B,23,15,3,1,22,4,2,0,0,0,-,-,-,15
,182,S,34,A,23,0,0,0,7,2,1,-,-,-,-,-,-,10
,2,L,14,AD,72,20,7,5,27,10,9,-,-,-,-,-,-,1700
,2,L,15,AD,72,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Sunday,08-April-2018,00:16,SS,58M-,PL,1.3,PV,1.3,CL,100,+0,RL,93,SA,206,DS,148
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,26,9,7,148,7,34,17,6,5,0,0,0,82
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<81,B=#19
Sunday,08-April-2018,00:17,SS,85M+,PL,8.3,PV,8.3,CL,120,+0,RL,121,SA,310,DS,123
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,78,-,-,-,0,0,0,10,3,2,-,-,-,9
,196,S,310,A,56,68,7,11,52,8,8,160,6,25,-,-,-,123
,196,S,311,ABE,56,10,3,2,44,8,8,39,8,8,19,5,4,64
,196,S,312,D,48,101,13,14,46,8,7,50,10,9,14,3,2,123
,197,L,71,ABF,44,62,10,10,66,13,12,-,-,-,-,-,-,620
,197,L,72,ABF,44,41,7,6,66,10,11,-,-,-,-,-,-,520
A=<22,B=20,C=#25,D=20,E=17
Sunday,08-April-2018,00:18,SS,6M+,PL,5.3,PV,5.3,CL,98,+0,RL,86,SA,20,DS,28
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,86,26,9,7,11,4,3,28,11,10,0,0,0,28
,183,S,21,B,43,45,10,6,58,10,9,12,2,2,-,-,-,38
,184,S,161,A,153,9,5,5,17,11,10,20,14,12,0,0,0,29
,184,S,162,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,43,45,10,6,58,10,9,-,-,-,-,-,-,38
