Strategic,Monitor,On,Wednesday,23-May-2018,filename:CCITY_20180523

Wednesday,23-May-2018,00:00,SS,85M+,PL,8.3,PV,8.2,CL,100,+0,RL,91,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,184,S,161,A,84,9,3,2,24,8,7,10,4,3,0,0,0,23
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,22,9,2,1,0,0,0,-,-,-,-,-,-,26
,183,L,7,AC,55,9,2,1,-,-,-,-,-,-,-,-,-,60
A=<29,B=48,C=#20
Wednesday,23-May-2018,00:07,SS,10M+,PL,3.2,PV,3.2,CL,86,+0,RL,69,SA,20,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,68,11,4,2,9,3,2,0,0,0,-,-,-,11
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,4
,182,S,34,A,27,0,0,0,18,4,2,-,-,-,-,-,-,15
,2,L,14,AD,29,0,0,0,9,2,1,-,-,-,-,-,-,600
,2,L,15,AD,29,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,00:07,SS,58M+,PL,4.3,PV,4.3,CL,86,+0,RL,69,SA,201,DS,8
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,76,9,3,3,0,0,0,26,7,7,0,0,0,21
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,7
A=<67,B=#28
Wednesday,23-May-2018,00:07,SS,85M+,PL,5.3,PV,8.3,CL,109,+0,RL,104,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,80,-,-,-,22,7,5,0,0,0,-,-,-,18
,196,S,310,A,45,44,5,6,25,3,3,61,4,8,-,-,-,68
,196,S,311,ABE,45,15,3,3,43,6,6,36,3,5,15,2,3,33
,196,S,312,D,28,0,0,0,0,0,0,12,3,1,0,0,0,42
,197,L,71,ABF,54,22,5,4,23,5,5,-,-,-,-,-,-,300
,197,L,72,ABF,54,26,6,4,30,5,5,-,-,-,-,-,-,240
A=<16,B=20,C=#25,D=24,E=17
Wednesday,23-May-2018,00:08,SS,6M+,PL,6.3,PV,6.3,CL,88,+0,RL,86,SA,20,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,64,7,2,1,26,6,5,11,4,3,0,0,0,25
,183,S,21,B,22,0,0,0,10,2,1,0,0,0,-,-,-,16
,184,S,161,A,85,9,3,2,27,9,8,14,6,5,0,0,0,24
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,22,0,0,0,10,2,1,-,-,-,-,-,-,16
,183,L,7,AC,64,7,2,1,-,-,-,-,-,-,-,-,-,40
A=<29,B=48,C=#20
Wednesday,23-May-2018,00:08,SS,10M+,PL,3.2,PV,3.2,CL,88,+0,RL,69,SA,20,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,84,6,3,2,6,3,2,0,0,0,-,-,-,9
,354,S,31,B,22,29,4,2,33,4,3,0,0,0,-,-,-,15
,182,S,34,A,13,0,0,0,0,0,0,-,-,-,-,-,-,9
,2,L,14,AD,50,8,2,1,9,3,2,-,-,-,-,-,-,560
,2,L,15,AD,50,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,00:08,SS,58M+,PL,4.3,PV,4.3,CL,88,-2,RL,69,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,84,12,5,4,0,0,0,4,2,1,0,0,0,17
,288,S,270,B,12,0,0,0,23,2,1,-,-,-,-,-,-,10
A=<70,B=#26
Wednesday,23-May-2018,00:09,SS,85M+,PL,7.3,PV,7.3,CL,102,+0,RL,98,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,120,-,-,-,12,5,4,0,0,0,-,-,-,18
,196,S,310,A,58,42,4,7,20,3,3,43,5,7,-,-,-,50
,196,S,311,ABE,58,0,0,0,22,5,4,20,4,4,6,2,1,29
,196,S,312,D,27,0,0,0,0,0,0,7,2,1,0,0,0,26
,197,L,71,ABF,56,10,3,2,18,4,4,-,-,-,-,-,-,280
,197,L,72,ABF,56,18,3,3,19,4,3,-,-,-,-,-,-,240
A=<16,B=20,C=#25,D=22,E=17
Wednesday,23-May-2018,00:09,SS,6M+,PL,6.3,PV,3.3,CL,91,+0,RL,86,SA,27,DS,99
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,64,0,0,0,9,2,2,14,4,4,0,0,0,20
,183,S,21,B,35,38,6,4,32,5,4,29,4,3,-,-,-,22
,184,S,161,A,85,0,0,0,6,2,2,9,4,3,0,0,0,18
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,35,38,6,4,32,5,4,-,-,-,-,-,-,22
,183,L,7,AC,64,0,0,0,-,-,-,-,-,-,-,-,-,20
A=<30,B=48,C=#20
Wednesday,23-May-2018,00:09,SS,10M+,PL,3.2,PV,3.2,CL,91,+0,RL,70,SA,27,DS,99
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,65,8,3,2,5,2,1,5,2,1,-,-,-,8
,354,S,31,B,18,23,3,1,24,2,2,0,0,0,-,-,-,22
,182,S,34,A,28,11,2,1,12,2,1,-,-,-,-,-,-,9
,2,L,14,AD,74,25,6,6,43,14,14,-,-,-,-,-,-,1000
,2,L,15,AD,74,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,00:09,SS,58M-,PL,4.3,PV,4.3,CL,91,+0,RL,70,SA,200,DS,36
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,75,15,5,4,8,2,2,9,3,2,0,0,0,16
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,8
A=<74,B=#24
Wednesday,23-May-2018,00:11,SS,85M+,PL,7.3,PV,7.3,CL,100,-2,RL,94,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,94,-,-,-,15,7,4,4,2,1,-,-,-,16
,196,S,310,A,53,14,3,2,28,5,4,53,7,8,-,-,-,51
,196,S,311,ABE,53,16,3,3,23,4,4,21,4,4,20,4,4,27
,196,S,312,D,27,47,4,4,31,4,3,21,3,2,0,0,0,26
,197,L,71,ABF,50,27,5,5,20,5,4,-,-,-,-,-,-,260
,197,L,72,ABF,50,31,5,5,24,4,4,-,-,-,-,-,-,260
A=<16,B=20,C=#25,D=22,E=17
Wednesday,23-May-2018,00:11,SS,6M+,PL,6.3,PV,5.3,CL,97,+2,RL,86,SA,20,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,54,25,5,4,18,4,3,17,4,4,8,2,2,22
,183,S,21,B,26,8,2,1,30,5,3,0,0,0,-,-,-,28
,184,S,161,A,89,8,3,2,21,7,6,11,5,4,6,2,2,18
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,26,8,2,1,30,5,3,-,-,-,-,-,-,28
,183,L,7,AC,54,25,5,4,-,-,-,-,-,-,-,-,-,80
A=<31,B=48,C=#20
Wednesday,23-May-2018,00:11,SS,10M+,PL,4.2,PV,4.2,CL,97,+2,RL,72,SA,20,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,70,11,4,2,11,4,3,10,4,2,-,-,-,9
,354,S,31,B,20,15,3,1,19,3,2,0,0,0,-,-,-,24
,182,S,34,A,53,0,0,0,5,2,1,-,-,-,-,-,-,6
,2,L,14,AD,47,9,2,1,18,5,4,-,-,-,-,-,-,960
,2,L,15,AD,47,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,23-May-2018,00:11,SS,58M+,PL,4.3,PV,4.3,CL,97,+2,RL,72,SA,201,DS,36
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,85,11,4,4,6,2,2,25,9,8,0,0,0,19
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,5
A=<77,B=#22
Wednesday,23-May-2018,00:12,SS,85M+,PL,2.3,PV,2.3,CL,100,+0,RL,90,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,74,-,-,-,21,7,4,0,0,0,-,-,-,17
,196,S,310,A,77,18,4,4,20,5,5,22,6,5,-,-,-,37
,196,S,311,ABE,77,5,2,2,12,4,3,17,5,4,5,2,2,20
,196,S,312,D,27,0,0,0,38,5,3,69,6,7,0,0,0,48
,197,L,71,ABF,36,0,0,0,0,0,0,-,-,-,-,-,-,140
,197,L,72,ABF,36,30,4,3,30,4,3,-,-,-,-,-,-,220
A=<10,B=20,C=#25,D=27,E=18
Wednesday,23-May-2018,00:13,SS,6M+,PL,6.3,PV,6.3,CL,95,-2,RL,86,SA,20,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,66,15,4,3,22,6,5,9,3,2,0,0,0,21
,183,S,21,B,35,30,5,3,42,6,5,10,2,1,-,-,-,37
,184,S,161,A,90,11,4,3,25,9,8,15,7,5,0,0,0,20
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,35,30,5,3,42,6,5,-,-,-,-,-,-,37
,183,L,7,AC,66,15,4,3,-,-,-,-,-,-,-,-,-,100
A=<31,B=48,C=#20
Wednesday,23-May-2018,00:13,SS,10M+,PL,4.2,PV,3.2,CL,95,-2,RL,76,SA,20,DS,22
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,75,6,2,1,0,0,0,0,0,0,-,-,-,8
,354,S,31,B,18,17,3,1,15,2,1,0,0,0,-,-,-,19
,182,S,34,A,61,0,0,0,0,0,0,-,-,-,-,-,-,4
,2,L,14,AD,92,13,4,4,23,10,9,-,-,-,-,-,-,1160
,2,L,15,AD,92,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Wednesday,23-May-2018,00:13,SS,58M+,PL,1.3,PV,1.3,CL,95,+0,RL,76,SA,200,DS,13
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,93,9,3,3,7,2,2,14,5,5,0,0,0,18
,288,S,270,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
A=<78,B=#21
Wednesday,23-May-2018,00:14,SS,85M+,PL,2.3,PV,3.3,CL,100,+0,RL,88,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,76,-,-,-,27,8,6,0,0,0,-,-,-,22
,196,S,310,A,42,26,3,3,28,4,3,22,2,3,-,-,-,32
,196,S,311,ABE,42,0,0,0,18,3,2,33,4,5,18,3,3,26
,196,S,312,D,27,48,4,4,22,3,2,32,5,3,0,0,0,55
,197,L,71,ABF,65,22,6,5,16,5,4,-,-,-,-,-,-,220
,197,L,72,ABF,65,17,5,4,13,3,3,-,-,-,-,-,-,240
A=<10,B=20,C=#25,D=27,E=18
Wednesday,23-May-2018,00:14,SS,6M+,PL,6.3,PV,6.3,CL,88,+0,RL,86,SA,20,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,66,7,2,1,10,3,2,8,3,2,0,0,0,17
,183,S,21,B,38,27,4,3,62,9,8,14,3,2,-,-,-,48
,184,S,161,A,107,7,3,2,20,8,7,12,6,5,6,2,2,22
,184,S,162,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,38,27,4,3,62,9,8,-,-,-,-,-,-,48
,183,L,7,AC,66,7,2,1,-,-,-,-,-,-,-,-,-,80
A=<29,B=48,C=#20
Wednesday,23-May-2018,00:14,SS,10M+,PL,3.2,PV,3.2,CL,88,+0,RL,77,SA,20,DS,10
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,75,6,2,1,0,0,0,0,0,0,-,-,-,7
,354,S,31,B,18,17,3,1,15,2,1,0,0,0,-,-,-,17
,182,S,34,A,85,0,0,0,11,4,3,-,-,-,-,-,-,6
,2,L,14,AD,46,7,2,1,21,6,4,-,-,-,-,-,-,700
,2,L,15,AD,46,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,00:14,SS,58M+,PL,1.3,PV,4.3,CL,88,-2,RL,77,SA,200,DS,35
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,93,31,12,11,10,3,3,13,5,4,0,0,0,24
,288,S,270,B,11,0,0,0,23,2,1,-,-,-,-,-,-,10
A=<78,B=#19
Wednesday,23-May-2018,00:16,SS,6M+,PL,6.3,PV,6.3,CL,90,+1,RL,86,SA,20,DS,37
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,53,32,6,5,37,6,6,23,3,5,16,2,3,25
,183,S,21,B,28,12,2,1,45,6,4,21,4,2,-,-,-,50
,184,S,161,A,77,24,7,6,31,9,8,14,5,4,0,0,0,26
,184,S,162,B,0,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,28,12,2,1,45,6,4,-,-,-,-,-,-,50
,183,L,7,AC,53,32,6,5,-,-,-,-,-,-,-,-,-,120
A=<30,B=48,C=#20
Wednesday,23-May-2018,00:16,SS,10M+,PL,3.2,PV,3.2,CL,90,+0,RL,75,SA,20,DS,37
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,87,17,7,5,11,5,3,11,4,3,-,-,-,11
,354,S,31,B,14,9,2,0,0,0,0,10,2,1,-,-,-,14
,182,S,34,A,24,0,0,0,0,0,0,-,-,-,-,-,-,4
,2,L,14,AD,62,7,2,1,21,7,6,-,-,-,-,-,-,760
,2,L,15,AD,62,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<53,B=47
Wednesday,23-May-2018,00:16,SS,58M+,PL,3.3,PV,3.3,CL,90,+0,RL,75,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,288,S,206,A,83,6,2,2,0,0,0,19,6,6,0,0,0,22
,288,S,270,B,0,0,0,0,0,0,0,-,-,-,-,-,-,8
A=<69,B=#28
Wednesday,23-May-2018,00:16,SS,85M+,PL,2.3,PV,2.3,CL,100,+0,RL,87,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,908,S,287,AC,80,-,-,-,25,8,5,0,0,0,-,-,-,25
,196,S,310,A,44,13,2,2,19,2,2,15,2,2,-,-,-,23
,196,S,311,ABE,44,0,0,0,60,6,8,0,0,0,0,0,0,42
,196,S,312,D,44,60,7,7,46,6,6,82,15,14,13,3,2,68
,197,L,71,ABF,53,11,3,2,10,3,2,-,-,-,-,-,-,160
,197,L,72,ABF,53,21,5,4,8,2,1,-,-,-,-,-,-,200
A=<10,B=20,C=#25,D=27,E=18
Wednesday,23-May-2018,00:17,SS,6M+,PL,6.3,PV,6.3,CL,88,+0,RL,86,SA,20,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,183,S,20,AC,59,26,5,4,20,4,4,8,2,2,6,2,1,26
,183,S,21,B,37,10,2,1,50,7,7,0,0,0,-,-,-,51
,184,S,161,A,82,9,3,2,14,5,4,6,3,2,0,0,0,21
,184,S,162,B,11,0,0,0,0,0,0,-,-,-,-,-,-,0
,183,S,183,B,37,10,2,1,50,7,7,-,-,-,-,-,-,51
,183,L,7,AC,59,26,5,4,-,-,-,-,-,-,-,-,-,140
A=<29,B=48,C=#20
Wednesday,23-May-2018,00:17,SS,10M+,PL,2.2,PV,2.2,CL,88,+0,RL,73,SA,20,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,71,7,3,2,7,3,2,5,2,1,-,-,-,10
,354,S,31,B,15,11,2,1,13,2,1,0,0,0,-,-,-,13
