Strategic,Monitor,On,Thursday,03-May-2018,filename:CCITY_20180503

Thursday,03-May-2018,00:00,SS,3M+,PL,2.3,PV,2.3,CL,99,+0,RL,76,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,193,L,57,ABCE,68,5,2,1,19,5,4,94,2,21,-,-,-,520
,193,L,58,AE,46,14,3,2,41,6,7,32,5,5,-,-,-,640
A=<61,B=1,C=39,D=1
Thursday,03-May-2018,00:07,SS,3M+,PL,2.3,PV,2.3,CL,102,+2,RL,81,SA,200,DS,15
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,115,21,8,9,-,-,-,-,-,-,-,-,-,13
,145,S,10,C,18,26,3,2,8,2,1,0,0,0,-,-,-,12
,145,S,133,AB,98,7,3,3,8,3,3,-,-,-,-,-,-,10
,145,S,204,AB,98,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,98,7,3,3,8,3,3,-,-,-,-,-,-,10
,145,S,212,AC,115,21,8,9,-,-,-,-,-,-,-,-,-,13
,145,L,4,AB,98,7,3,3,8,3,3,-,-,-,-,-,-,220
A=<40,B=#23,C=37
Thursday,03-May-2018,00:07,SS,10M+,PL,4.2,PV,4.2,CL,102,+0,RL,81,SA,20,DS,31
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,74,25,4,6,22,4,6,8,3,2,-,-,-,18
,354,S,31,B,22,19,3,2,21,3,2,0,0,0,-,-,-,25
,182,S,34,A,48,0,0,0,15,3,2,-,-,-,-,-,-,7
,2,L,14,AD,46,13,3,2,16,3,3,-,-,-,-,-,-,1300
,2,L,15,AD,46,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,03-May-2018,00:07,SS,28M+,PL,2.2,PV,2.2,CL,113,+0,RL,107,SA,47,DS,39
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,83,7,3,2,14,5,4,-,-,-,-,-,-,16
,48,S,90,A,83,-,-,-,-,-,-,0,0,0,-,-,-,85
,48,S,91,BC,47,82,4,14,42,3,7,-,-,-,-,-,-,70
,48,S,213,A,83,-,-,-,-,-,-,0,0,0,-,-,-,85
,48,L,23,A,83,7,3,2,14,5,4,-,-,-,-,-,-,180
,48,L,49,A,83,-,-,-,-,-,-,0,0,0,-,-,-,720
A=<37,B=44,C=#22
Thursday,03-May-2018,00:08,SS,23M+,PL,3.2,PV,3.3,CL,101,+0,RL,83,SA,130,DS,38
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,78,34,17,13,38,16,13,11,4,4,-,-,-,34
,152,S,131,A,78,27,9,7,7,3,2,-,-,-,-,-,-,23
,152,S,132,C,21,28,3,2,21,3,2,14,2,1,-,-,-,32
,193,L,57,ABCE,78,0,0,0,40,11,11,22,6,6,-,-,-,620
,193,L,58,AE,56,33,6,6,35,7,7,31,6,6,-,-,-,640
A=<68,B=1,C=32,D=1
Thursday,03-May-2018,00:09,SS,3M+,PL,2.3,PV,0.3,CL,100,-2,RL,82,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,75,12,3,3,-,-,-,-,-,-,-,-,-,14
,145,S,10,C,17,16,2,1,0,0,0,0,0,0,-,-,-,16
,145,S,133,AB,84,15,7,6,12,4,3,-,-,-,-,-,-,12
,145,S,204,AB,84,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,84,15,7,6,12,4,3,-,-,-,-,-,-,12
,145,S,212,AC,75,12,3,3,-,-,-,-,-,-,-,-,-,14
,145,L,4,AB,84,15,7,6,12,4,3,-,-,-,-,-,-,260
A=<40,B=#23,C=37
Thursday,03-May-2018,00:09,SS,10M+,PL,4.2,PV,4.2,CL,100,+0,RL,82,SA,20,DS,21
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,77,19,8,5,18,8,5,0,0,0,-,-,-,20
,354,S,31,B,32,15,3,2,14,3,2,0,0,0,-,-,-,21
,182,S,34,A,59,0,0,0,12,3,2,-,-,-,-,-,-,10
,2,L,14,AD,65,25,6,5,26,8,7,-,-,-,-,-,-,1200
,2,L,15,AD,65,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<47,B=53
Thursday,03-May-2018,00:09,SS,28M+,PL,2.2,PV,1.3,CL,109,+0,RL,100,SA,47,DS,39
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,84,8,3,2,28,10,8,-,-,-,-,-,-,20
,48,S,90,A,84,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,S,91,BC,47,82,4,14,42,3,7,-,-,-,-,-,-,77
,48,S,213,A,84,-,-,-,-,-,-,0,0,0,-,-,-,34
,48,L,23,A,84,8,3,2,28,10,8,-,-,-,-,-,-,240
,48,L,49,A,84,-,-,-,-,-,-,0,0,0,-,-,-,340
A=<36,B=44,C=#22
Thursday,03-May-2018,00:10,SS,3M+,PL,1.3,PV,1.3,CL,95,+0,RL,83,SA,201,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,98,13,5,5,-,-,-,-,-,-,-,-,-,14
,145,S,10,C,17,23,3,2,0,0,0,0,0,0,-,-,-,21
,145,S,133,AB,82,11,5,4,14,5,4,-,-,-,-,-,-,13
,145,S,204,AB,82,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,82,11,5,4,14,5,4,-,-,-,-,-,-,13
,145,S,212,AC,98,13,5,5,-,-,-,-,-,-,-,-,-,14
,145,L,4,AB,82,11,5,4,14,5,4,-,-,-,-,-,-,260
A=<36,B=#23,C=40
Thursday,03-May-2018,00:10,SS,10M+,PL,1.2,PV,1.2,CL,95,-2,RL,83,SA,20,DS,20
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,77,7,3,2,6,3,2,0,0,0,-,-,-,15
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,10
,182,S,34,A,102,0,0,0,7,3,2,-,-,-,-,-,-,10
,2,L,14,AD,87,13,4,4,19,8,7,-,-,-,-,-,-,860
,2,L,15,AD,87,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,00:11,SS,28M+,PL,5.2,PV,5.3,CL,93,+0,RL,93,SA,47,DS,40
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,47,38,6,6,14,3,2,-,-,-,-,-,-,29
,48,S,90,A,47,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,S,91,BC,17,13,3,1,7,2,0,-,-,-,-,-,-,51
,48,S,213,A,47,-,-,-,-,-,-,0,0,0,-,-,-,0
,48,L,23,A,47,38,6,6,14,3,2,-,-,-,-,-,-,260
,48,L,49,A,47,-,-,-,-,-,-,0,0,0,-,-,-,0
A=<42,B=34,C=#22
Thursday,03-May-2018,00:11,SS,23M+,PL,8.3,PV,8.3,CL,100-13,RL,83,SA,130,DS,27
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,95,25,12,11,27,13,11,11,5,5,-,-,-,29
,152,S,131,A,95,5,2,2,10,4,3,-,-,-,-,-,-,14
,152,S,132,C,33,89,8,9,22,3,3,29,3,4,-,-,-,76
,193,L,57,ABCE,33,8,2,1,20,3,2,0,0,0,-,-,-,380
,193,L,58,AE,11,0,0,0,0,0,0,0,0,0,-,-,-,380
A=<58,B=1,C=42,D=1
Thursday,03-May-2018,00:12,SS,3M+,PL,3.3,PV,3.3,CL,86,-4,RL,80,SA,0,DS,0
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,92,13,5,5,-,-,-,-,-,-,-,-,-,13
,145,S,10,C,13,0,0,0,0,0,0,11,2,0,-,-,-,16
,145,S,133,AB,80,8,4,3,9,3,2,-,-,-,-,-,-,12
,145,S,204,AB,80,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,80,8,4,3,9,3,2,-,-,-,-,-,-,12
,145,S,212,AC,92,13,5,5,-,-,-,-,-,-,-,-,-,13
,145,L,4,AB,80,8,4,3,9,3,2,-,-,-,-,-,-,240
A=<39,B=#23,C=34
Thursday,03-May-2018,00:12,SS,10M+,PL,1.2,PV,1.2,CL,86,+0,RL,80,SA,20,DS,26
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,77,7,3,2,6,3,2,0,0,0,-,-,-,10
,354,S,31,B,13,0,0,0,0,0,0,0,0,0,-,-,-,3
,182,S,34,A,103,7,2,2,10,3,3,-,-,-,-,-,-,9
,2,L,14,AD,70,19,5,4,23,7,7,-,-,-,-,-,-,1000
,2,L,15,AD,70,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,00:13,SS,28M+,PL,5.2,PV,7.2,CL,85,+2,RL,85,SA,47,DS,24
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,88,10,4,3,4,2,1,-,-,-,-,-,-,23
,48,S,90,A,88,-,-,-,-,-,-,78,20,28,-,-,-,35
,48,S,91,BC,36,47,2,6,12,3,1,-,-,-,-,-,-,43
,48,S,213,A,88,-,-,-,-,-,-,78,20,28,-,-,-,35
,48,L,23,A,88,10,4,3,4,2,1,-,-,-,-,-,-,220
,48,L,49,A,88,-,-,-,-,-,-,78,20,28,-,-,-,480
A=<40,B=34,C=#22
Thursday,03-May-2018,00:13,SS,23M+,PL,8.3,PV,7.4,CL,100,+4,RL,83,SA,131,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,61,18,7,5,19,7,5,17,6,5,-,-,-,23
,152,S,131,A,61,33,7,7,16,5,4,-,-,-,-,-,-,20
,152,S,132,C,22,57,3,4,29,4,3,32,4,3,-,-,-,75
,193,L,57,ABCE,68,0,0,0,13,4,3,23,6,5,-,-,-,300
,193,L,58,AE,46,46,6,6,27,4,4,32,5,5,-,-,-,400
A=<58,B=1,C=42,D=1
Thursday,03-May-2018,00:14,SS,3M+,PL,5.3,PV,5.3,CL,86,+0,RL,75,SA,200,DS,58
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,93,14,5,5,-,-,-,-,-,-,-,-,-,13
,145,S,10,C,16,13,2,1,0,0,0,0,0,0,-,-,-,15
,145,S,133,AB,78,12,5,4,0,0,0,-,-,-,-,-,-,11
,145,S,204,AB,78,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,78,12,5,4,0,0,0,-,-,-,-,-,-,11
,145,S,212,AC,93,14,5,5,-,-,-,-,-,-,-,-,-,13
,145,L,4,AB,78,12,5,4,0,0,0,-,-,-,-,-,-,200
A=<44,B=#23,C=29
Thursday,03-May-2018,00:14,SS,10M+,PL,1.2,PV,1.2,CL,86,+0,RL,75,SA,20,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,66,14,5,3,9,3,2,13,4,3,-,-,-,10
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,182,S,34,A,48,0,0,0,0,0,0,-,-,-,-,-,-,5
,2,L,14,AD,52,17,3,3,34,8,8,-,-,-,-,-,-,1060
,2,L,15,AD,52,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,00:14,SS,28M+,PL,6.2,PV,6.2,CL,76,+2,RL,76,SA,47,DS,33
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,48,8,2,1,12,3,2,-,-,-,-,-,-,17
,48,S,90,A,48,-,-,-,-,-,-,47,7,9,-,-,-,47
,48,S,91,BC,43,49,6,8,21,5,3,-,-,-,-,-,-,40
,48,S,213,A,48,-,-,-,-,-,-,47,7,9,-,-,-,47
,48,L,23,A,48,8,2,1,12,3,2,-,-,-,-,-,-,160
,48,L,49,A,48,-,-,-,-,-,-,47,7,9,-,-,-,520
A=<39,B=32,C=#22
Thursday,03-May-2018,00:15,SS,23M+,PL,1.3,PV,1.4,CL,82,+4,RL,82,SA,130,DS,51
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,66,51,12,16,39,14,11,18,7,5,-,-,-,35
,152,S,131,A,66,9,3,2,5,2,1,-,-,-,-,-,-,17
,152,S,132,C,21,25,3,2,9,2,1,19,2,2,-,-,-,50
,193,L,57,ABCE,76,0,0,0,32,9,8,0,0,0,-,-,-,240
,193,L,58,AE,54,23,4,4,40,8,8,28,5,6,-,-,-,460
A=<74,B=1,C=26,D=1
Thursday,03-May-2018,00:15,SS,23M+,PL,1.3,PV,1.4,CL,74,+4,RL,74,SA,130,DS,51
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,152,S,130,A,66,51,12,16,39,14,11,18,7,5,-,-,-,44
,152,S,131,A,66,9,3,2,5,2,1,-,-,-,-,-,-,14
,152,S,132,C,21,25,3,2,9,2,1,19,2,2,-,-,-,32
,193,L,57,ABCE,76,0,0,0,32,9,8,0,0,0,-,-,-,280
,193,L,58,AE,54,23,4,4,40,8,8,28,5,6,-,-,-,620
A=<74,B=1,C=26,D=1
Thursday,03-May-2018,00:15,SS,3M+,PL,5.3,PV,0.3,CL,86,+0,RL,71,SA,201,DS,5
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,145,S,9,AC,69,10,3,3,-,-,-,-,-,-,-,-,-,12
,145,S,10,C,0,0,0,0,0,0,0,0,0,0,-,-,-,7
,145,S,133,AB,71,10,3,3,15,4,4,-,-,-,-,-,-,13
,145,S,204,AB,71,-,-,-,-,-,-,-,-,-,-,-,-,0
,145,S,205,AB,71,10,3,3,15,4,4,-,-,-,-,-,-,13
,145,S,212,AC,69,10,3,3,-,-,-,-,-,-,-,-,-,12
,145,L,4,AB,71,10,3,3,15,4,4,-,-,-,-,-,-,220
A=<44,B=#23,C=29
Thursday,03-May-2018,00:15,SS,10M+,PL,1.2,PV,1.2,CL,86,+0,RL,71,SA,20,DS,25
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,354,S,30,A,85,11,5,3,10,5,3,0,0,0,-,-,-,11
,354,S,31,B,0,0,0,0,0,0,0,0,0,0,-,-,-,0
,182,S,34,A,87,6,2,2,17,5,5,-,-,-,-,-,-,10
,2,L,14,AD,46,0,0,0,27,6,5,-,-,-,-,-,-,800
,2,L,15,AD,46,-,-,-,-,-,-,-,-,-,-,-,-,0
A=<64,B=36
Thursday,03-May-2018,00:15,SS,28M+,PL,6.2,PV,8.2,CL,78,+0,RL,82,SA,90,DS,152
,Int,SA/LK,PH,PT,DS,VO,VK,DS,VO,VK,DS,VO,VK,DS,VO,VK,ADS
,48,S,89,A,38,12,2,2,22,3,3,-,-,-,-,-,-,16
,48,S,90,A,38,-,-,-,-,-,-,152,6,23,-,-,-,101
,48,S,91,BC,14,0,0,0,9,2,0,-,-,-,-,-,-,31
,48,S,213,A,38,-,-,-,-,-,-,152,6,23,-,-,-,101
,48,L,23,A,38,12,2,2,22,3,3,-,-,-,-,-,-,160
,48,L,49,A,38,-,-,-,-,-,-,152,6,23,-,-,-,840
